Range [NM],Range [km],Payload [kg],Fuel [kg],Take-off Mass [kg],DOC,ASK,Engine Cost Share,Capital,Crew,Maintenance,Fuel,Payload Handling,Landing Fees,ATC Fees
2570,4759.64,31220.0,6406.5735849056655,116458.57358490567,50795342.62997033,0.0453155850218612,0.188,15226246,6843652,5358358,14759875.635422813,510017.04175921006,6203538.503083389,1893655.4497049144
2580,4778.16,31220.0,6431.501886792452,116483.50188679245,50804388.46195802,0.045281006427834225,0.188,15226246,6843652,5355124,14773777.437333211,508115.2756919938,6209381.395364034,1888092.3535687786
2590,4796.68,31220.0,6456.430188679253,116508.43018867925,50813381.35500429,0.04524669489829075,0.188,15226246,6843652,5351909,14787597.798315566,506224.6507411945,6215190.058228013,1882561.8477195136
2600,4815.2,31220.0,6481.358490566039,116533.35849056604,50822321.93942267,0.04521264749981626,0.188,15226246,6843652,5348713,14801337.431937775,504345.06929073884,6220964.791586141,1877063.6466080134
2610,4833.72,31220.0,6506.2867924528255,116558.28679245283,50831209.83818464,0.04517886045515133,0.188,15226246,6843652,5345535,14814997.043455917,502476.43486162025,6226705.891855759,1871597.4680113487
2620,4852.240000000001,31220.0,6531.215094339626,116583.21509433963,50840046.667026184,0.04514533181036624,0.188,15226246,6843652,5342376,14828577.329934858,500618.65209539095,6232413.652011456,1866163.032984481
2630,4870.76,31220.0,6556.143396226413,116608.14339622641,50848832.034552395,0.04511205787716348,0.188,15226246,6843652,5339235,14842078.980366727,498771.6267379421,6238088.361634912,1860760.0658128094
2640,4889.280000000001,31220.0,6581.071698113214,116633.07169811321,50857566.54234061,0.04507903589927163,0.188,15226246,6843652,5336112,14855502.675787639,496935.2656235606,6243730.306963864,1855388.29396554
2650,4907.8,31220.0,6606.0,116658.0,50866250.78504137,0.04504626316202328,0.188,15226246,6843652,5333007,14868849.089391993,495109.47665926727,6249339.770940244,1850047.4480498657
2660,4926.320000000001,31195.054054054053,6630.945945945947,116658.0,50874924.670899585,0.04501377178200273,0.188,15226246,6843652,5329920,14882158.486075943,493293.8898002345,6254917.033257475,1844737.2617659273
2670,4944.84,31170.108108108107,6655.8918918918935,116658.0,50883549.23551081,0.04498152407439025,0.188,15226246,6843652,5326851,14895391.697581999,491488.69565930415,6260462.370406954,1839457.4718625564
2680,4963.360000000001,31145.162162162163,6680.83783783784,116658.0,50892124.055262245,0.044949516564394346,0.188,15226246,6843652,5323799,14908549.37618803,489693.80525669904,6265976.055723746,1834207.8180937665
2690,4981.88,31120.216216216217,6705.783783783787,116658.0,50900650.699979946,0.04491774758376645,0.188,15226246,6843652,5320765,14921632.166746935,487909.1306255144,6271458.3594315,1828988.043175998
2700,5000.400000000001,31095.27027027027,6730.729729729734,116658.0,50909128.73302198,0.044886213735595176,0.188,15226246,6843652,5317748,14934640.70679196,486134.5847973461,6276909.548686592,1823797.8927460818
2710,5018.92,31070.324324324323,6755.67567567568,116658.0,50917558.71136988,0.04485491254406904,0.188,15226246,6843652,5314748,14947575.626640273,484370.0817881636,6282329.887621517,1818637.115319922
2720,5037.4400000000005,31045.37837837838,6780.621621621627,116658.0,50925941.18571863,0.0448238415697856,0.188,15226246,6843652,5311765,14960437.549494771,482615.5365844214,6287719.6373875635,1813505.4622518749
2730,5055.96,31020.432432432433,6805.567567567574,116658.0,50934275.70056515,0.04479299752965715,0.188,15226246,6843652,5308798,14973227.091544185,480870.8651294067,6293079.056196745,1808402.6876948187
2740,5074.4800000000005,30995.486486486487,6830.513513513521,116658.0,50942563.79429519,0.04476237893602899,0.188,15226246,6843652,5305848,14985944.862061447,479135.9843098138,6298408.399363039,1803328.548560887
2750,5093.0,30970.54054054054,6855.459459459467,116658.0,50950805.999268845,0.044731983454766415,0.188,15226246,6843652,5302915,14998591.463500487,477410.81194254773,6303707.919342937,1798282.8044828728
2760,5111.52,30945.594594594593,6880.405405405414,116658.0,50959001.841904625,0.0447018079083516,0.188,15226246,6843652,5299998,15011167.491591318,475695.2667617455,6308977.865775297,1793265.2177762662
2770,5130.04,30920.64864864865,6905.351351351346,116658.0,50967152.84276209,0.04467185090836266,0.188,15226246,6843652,5297098,15023673.535433592,473989.2684060156,6314218.48552055,1788275.553401935
2780,5148.56,30895.702702702703,6930.297297297293,116658.0,50975257.51662327,0.04464210846879406,0.188,15226246,6843652,5294213,15036110.177588698,472292.73740588984,6319430.0226992555,1783313.578929426
2790,5167.08,30870.756756756757,6955.24324324324,116658.0,50983318.37257235,0.04461258014158766,0.188,15226246,6843652,5291345,15048477.99417001,470605.5951714837,6324612.718729988,1778379.064500868
2800,5185.6,30845.81081081081,6980.189189189186,116658.0,50991333.914074495,0.044583262007066624,0.188,15226246,6843652,5288492,15060777.554932011,468927.76398036024,6329766.812366639,1773471.782795484
2810,5204.12,30820.864864864863,7005.135135135133,116658.0,50999305.63905308,0.044554152802986004,0.188,15226246,6843652,5285655,15073009.42335774,467259.166965595,6334892.539735064,1768591.5089946769
2820,5222.64,30795.91891891892,7030.08108108108,116658.0,51007233.03996572,0.044525249548746516,0.188,15226246,6843652,5282833,15085174.156744834,465599.72810403677,6339990.134369147,1763738.0207477005
2830,5241.16,30770.972972972973,7055.027027027027,116658.0,51015117.6038791,0.04449655104077495,0.188,15226246,6843652,5280027,15097272.306290183,463949.37220476236,6345059.827246274,1758911.0981378881
2840,5259.68,30746.027027027027,7079.972972972973,116658.0,51022959.812542535,0.04446805523043414,0.188,15226246,6843652,5277237,15109304.417173168,462308.0248977189,6350101.846822213,1754110.5236494362
2850,5278.2,30721.08108108108,7104.91891891892,116658.0,51030758.142460294,0.044439758356154525,0.188,15226246,6843652,5274461,15121271.028637575,460675.61262255313,6355116.419065436,1749336.0821347318
2860,5296.72,30696.135135135137,7129.864864864867,116658.0,51038515.064962864,0.04441166017071862,0.188,15226246,6843652,5271701,15133172.674072152,459052.06261762115,6360103.76749088,1744587.5607822083
2870,5315.240000000001,30671.18918918919,7154.810810810814,116658.0,51046229.04627687,0.0443837569712584,0.188,15226246,6843652,5268955,15145009.881089821,457437.3029091775,6365064.113193139,1739864.749084727
2880,5333.76,30646.243243243243,7179.75675675676,116658.0,51053902.5475941,0.04435604856280237,0.188,15226246,6843652,5266225,15156783.171605717,455831.2623007403,6369997.67487917,1735167.43880847
2890,5352.280000000001,30621.297297297297,7204.702702702707,116658.0,51061534.025139175,0.04432853129921991,0.188,15226246,6843652,5263509,15168493.061913822,454233.87036262493,6374904.668900399,1730495.4239623323
2900,5370.8,30596.35135135135,7229.648648648654,116658.0,51069123.930236354,0.044301203300986865,0.188,15226246,6843652,5260807,15180140.062762508,452645.0574216516,6379785.30928438,1725848.500767815
2910,5389.320000000001,30571.405405405407,7254.594594594586,116658.0,51076673.709374994,0.04427406358123018,0.188,15226246,6843652,5258120,15191724.6794287,451064.7545510126,6384639.807765893,1721226.4676293908
2920,5407.84,30546.45945945946,7279.540540540533,116658.0,51084183.804274336,0.04424711030968897,0.188,15226246,6843652,5255448,15203247.411791109,449492.8935603057,6389468.373817567,1716629.1251053563
2930,5426.360000000001,30521.513513513513,7304.486486486479,116658.0,51091652.651946835,0.044220339950068625,0.188,15226246,6843652,5252789,15214708.754401946,447929.4069857264,6394271.214680022,1712056.2758791419
2940,5444.88,30496.567567567567,7329.432432432426,116658.0,51099082.68476079,0.04419375245526103,0.188,15226246,6843652,5250145,15226109.196557792,446374.22808041476,6399048.535391503,1707507.724731082
2950,5463.400000000001,30471.62162162162,7354.378378378373,116658.0,51106473.33050185,0.0441673452044502,0.188,15226246,6843652,5247515,15237449.222369185,444827.2908049574,6403800.538817067,1702983.2785106339
2960,5481.92,30446.675675675677,7379.32432432432,116658.0,51113825.012433544,0.04414111646669226,0.188,15226246,6843652,5244899,15248729.310829176,443288.5298180392,6408527.425677293,1698482.7461090363
2970,5500.4400000000005,30421.72972972973,7404.270270270266,116658.0,51121137.149356954,0.04411506367140427,0.188,15226246,6843652,5242296,15259949.935880747,441757.880467244,6413229.394576557,1694005.9384324031
2980,5518.96,30396.783783783783,7429.216216216213,116658.0,51128411.15566928,0.04408918599808535,0.188,15226246,6843652,5239707,15271111.566483205,440235.2787799987,6417906.642030832,1689552.6683752388
2990,5537.4800000000005,30371.837837837837,7454.16216216216,116658.0,51135647.44142161,0.044063481784550586,0.188,15226246,6843652,5237132,15282214.66667751,438720.6614546606,6422559.362495075,1685122.7507943688
3000,5556.0,30346.891891891893,7479.1081081081065,116658.0,51142845.4123758,0.04403794852970012,0.188,15226246,6843652,5234570,15293259.695650594,437213.965851746,6427187.748390175,1680716.0024832857
3010,5574.52,30321.945945945947,7504.054054054053,116658.0,51150006.47006029,0.04401258547761607,0.188,15226246,6843652,5232022,15304247.107798636,435715.1299852927,6431791.990129476,1676332.242146887
3020,5593.04,30297.0,7529.0,116658.0,51157130.01182528,0.043987390171642875,0.188,15226246,6843652,5229487,15315177.35278941,434224.0925143612,6436372.276144893,1671971.2903766164
3030,5611.56,30272.054054054053,7553.945945945947,116658.0,51164216.4308969,0.04396236103787845,0.188,15226246,6843652,5226965,15326050.875623623,432740.79273466574,6440928.792912624,1667632.9696259894
3040,5630.08,30247.108108108107,7578.8918918918935,116658.0,51171266.11643056,0.04393749652312998,0.188,15226246,6843652,5224456,15336868.116695287,431265.1705703354,6445461.724978443,1663317.1041864934
3050,5648.6,30222.162162162163,7603.83783783784,116658.0,51178279.45356351,0.043912795094574346,0.188,15226246,6843652,5221960,15347629.511851203,429797.1665658044,6449971.254982633,1659023.5201638709
3060,5667.12,30197.216216216217,7628.783783783787,116658.0,51185256.823466554,0.044047848894841486,0.188,15226246,6843652,5219477,15358335.492449474,428336.72187782545,6454457.563684493,1654752.0454547578
3070,5685.64,30172.27027027027,7653.729729729734,116658.0,51192198.603394985,0.04402338046629695,0.188,15226246,6843652,5217007,15368986.485417163,426883.7782676083,6458920.82998652,1650502.5097236934
3080,5704.16,30147.324324324323,7678.67567567568,116658.0,51199104.16673876,0.043999070361778,0.188,15226246,6843652,5214549,15379582.91330704,425438.27809307806,6463361.230958168,1646274.7443804755
3090,5722.68,30122.37837837838,7703.621621621627,116658.0,51205974.88307183,0.04413541038332667,0.188,15226246,6843652,5212104,15390125.194353448,424000.16430125147,6467778.94185927,1642068.582557863
3100,5741.200000000001,30097.432432432433,7728.567567567574,116658.0,51212810.118200794,0.044111325848756086,0.188,15226246,6843652,5209671,15400613.742527334,422569.3804207313,6472174.136163099,1637883.8590896253
3110,5759.72,30072.486486486487,7753.513513513521,116658.0,51219611.23421277,0.0440873967416001,0.188,15226246,6843652,5207251,15411048.967590462,421145.87055431434,6476546.9855790725,1633720.4104889203
3120,5778.240000000001,30047.54054054054,7778.459459459467,116658.0,51226377.58952258,0.044063620792248556,0.188,15226246,6843652,5204843,15421431.275148736,419729.5793717121,6480897.6600751225,1629578.0749270052
3130,5796.76,30022.594594594593,7803.405405405414,116658.0,51233109.53891913,0.044201315279904924,0.188,15226246,6843652,5202447,15431761.066704778,418320.4521023814,6485226.327899699,1625456.6922122668
3140,5815.280000000001,29997.64864864865,7828.351351351346,116658.0,51239807.43361116,0.04417775551020057,0.188,15226246,6843652,5200063,15442038.739709647,416918.43452846457,6489533.1556034805,1621356.1037695743
3150,5833.8,29972.702702702703,7853.297297297293,116658.0,51246471.621272445,0.04415434532796504,0.188,15226246,6843652,5197691,15452264.687613947,415523.47297783475,6493818.30806072,1617276.1526199377
3160,5852.320000000001,29947.756756756757,7878.24324324324,116658.0,51253102.446085826,0.0441310833908699,0.188,15226246,6843652,5195331,15462439.29991782,414135.5143172476,6498081.948490285,1613216.6833604777
3170,5870.84,29922.81081081081,7903.189189189186,116658.0,51259700.248787284,0.044270130021956726,0.188,15226246,6843652,5192983,15472562.962220589,412754.5059455955,6502324.238476404,1609177.5421446962
3180,5889.360000000001,29897.864864864863,7928.135135135133,116658.0,51266265.36670868,0.04424707616929573,0.188,15226246,6843652,5190647,15482636.056269348,411380.3957872606,6506545.337989038,1605158.5766630347
3190,5907.88,29872.91891891892,7953.08108108108,116658.0,51272797.133820355,0.04422416630341373,0.188,15226246,6843652,5188322,15492658.960007027,410013.13228557067,6510745.405404023,1601159.6361237366
3200,5926.400000000001,29847.972972972973,7978.027027027027,116658.0,51279296.88077282,0.04420140000709765,0.188,15226246,6843652,5186009,15502632.04761962,408652.6643963504,6514924.597522868,1597180.5712339825
3210,5944.92,29823.027027027027,8002.972972972973,116658.0,51285763.934937924,0.04434179646455904,0.188,15226246,6843652,5183707,15512555.689582773,407298.9415815693,6519083.069592269,1593221.2341813152
3220,5963.4400000000005,29798.08108108108,8027.91891891892,116658.0,51292199.62044936,0.044319229702029714,0.188,15226246,6843652,5181417,15522430.252707625,405951.9138030829,6523220.975323319,1589281.4786153305
3230,5981.96,29773.135135135137,8052.864864864867,116658.0,51298603.25824266,0.04429680241479883,0.188,15226246,6843652,5179138,15532256.100186056,404611.5315164687,6527338.466910477,1585361.159629653
3240,6000.4800000000005,29748.18918918919,8077.810810810814,116658.0,51304975.16609447,0.044274513381502734,0.188,15226246,6843652,5176870,15542033.591635158,403277.7456649502,6531435.695050194,1581460.1337441616
3250,6019.0,29723.243243243243,8102.75675675676,116658.0,51311316.65866139,0.04441625989623237,0.188,15226246,6843652,5174614,15551763.083141163,401950.5076734135,6535512.808959322,1577578.2588874914
3260,6037.52,29698.297297297297,8127.702702702707,116658.0,51317626.04751816,0.044394162224855274,0.188,15226246,6843652,5172368,15561444.927302638,400629.7694425093,6539569.956393226,1573715.3943797827
3270,6056.04,29673.35135135135,8152.648648648654,116658.0,51323904.641195215,0.044372199731411946,0.188,15226246,6843652,5170133,15571079.473273076,399315.48334284226,6543607.283663615,1569871.4009156856
3280,6074.56,29648.405405405407,8177.594594594586,116658.0,51330153.74521588,0.044515243384812365,0.188,15226246,6843652,5167910,15580667.066802863,398007.6022092464,6547624.9356561545,1566046.1405476173
3290,6093.08,29623.45945945946,8202.540540540533,116658.0,51336371.662132934,0.04449346710729468,0.188,15226246,6843652,5165697,15590208.050280746,396706.07933514164,6551623.0558477845,1562239.4766692584
3300,6111.6,29598.513513513513,8227.48648648648,116658.0,51342559.691564485,0.04447182303900252,0.188,15226246,6843652,5163495,15599702.762774415,395410.868466975,6555601.786323804,1558451.2739992908
3310,6130.12,29573.567567567567,8252.432432432426,116658.0,51348717.13022959,0.04445030918511161,0.188,15226246,6843652,5161303,15609151.540070778,394121.92379874043,6559561.267794699,1554681.3985653715
3320,6148.64,29548.62162162162,8277.378378378373,116658.0,51354845.27198318,0.04459470486875575,0.188,15226246,6843652,5159122,15618554.714715522,392839.1999665791,6563501.639612733,1550929.7176883393
3330,6167.16,29523.675675675677,8302.32432432432,116658.0,51360944.40785056,0.04457337053396119,0.188,15226246,6843652,5156952,15627912.616052149,391562.6520434578,6567423.0397883,1547196.0999666515
3340,6185.68,29498.72972972973,8327.270270270266,116658.0,51367013.82606137,0.04455216358299178,0.188,15226246,6843652,5154792,15637225.570260383,390292.2355339226,6571325.605006025,1543480.4152610367
3350,6204.200000000001,29473.783783783783,8352.216216216213,116658.0,51373053.81208308,0.04453108293739865,0.188,15226246,6843652,5152642,15646493.900394112,389027.9063689299,6575209.470640658,1539782.5346793805
3360,6222.72,29448.837837837837,8377.16216216216,116658.0,51379065.648654014,0.04467683299862145,0.188,15226246,6843652,5150503,15655717.92641872,387769.6209007505,6579074.770772724,1536102.330561818
3370,6241.240000000001,29423.891891891893,8402.108108108107,116658.0,51385047.61581584,0.044655923759543636,0.188,15226246,6843652,5148373,15664897.965247905,386517.33589794626,6582921.638203948,1532439.6764660424
3380,6259.76,29398.945945945947,8427.054054054053,116658.0,51391001.99094572,0.044635138996534214,0.188,15226246,6843652,5146254,15674034.330780001,385271.0085404197,6586750.204472475,1528794.4471528272
3390,6278.280000000001,29374.0,8452.0,116658.0,51396928.04878783,0.04461447680797429,0.188,15226246,6843652,5144145,15683127.333933707,384030.596414532,6590560.59986784,1525166.518571746
3400,6296.8,29349.054054054053,8476.945945945947,116658.0,51402826.06148461,0.0447615825505339,0.188,15226246,6843652,5142046,15692177.282683427,382796.0575082934,6594352.953445785,1521555.767847108
3410,6315.320000000001,29324.108108108107,8501.891891891893,116658.0,51408696.298607446,0.0447410856958196,0.188,15226246,6843652,5139957,15701184.482093962,381567.3502066185,6598127.393042793,1517962.0732640764
3420,6333.84,29299.162162162163,8526.83783783784,116658.0,51414539.02718698,0.044720708840938074,0.188,15226246,6843652,5137878,15710149.234354861,380344.4332866511,6601884.04529047,1514385.3142549996
3430,6352.360000000001,29274.216216216217,8551.783783783787,116658.0,51420353.51174294,0.04470045012832001,0.188,15226246,6843652,5135808,15719071.838814156,379127.2659131533,6605623.035629709,1510825.371385922
3440,6370.88,29249.27027027027,8576.729729729734,116658.0,51426142.01431363,0.04484891526492488,0.188,15226246,6843652,5133749,15727952.592011731,377915.8076339611,6609344.488324644,1507282.126343293
3450,6389.400000000001,29224.324324324323,8601.67567567568,116658.0,51431901.79448493,0.044828815225563076,0.188,15226246,6843652,5131698,15736791.787712138,376710.018375502,6613048.526476424,1503755.461920859
3460,6407.92,29199.37837837838,8626.621621621627,116658.0,51437636.109418906,0.04480883261253815,0.188,15226246,6843652,5129658,15745589.716937013,375509.8584383769,6616735.272036777,1500245.2620067392
3470,6426.4400000000005,29174.432432432433,8651.567567567574,116658.0,51443343.213882096,0.04495861990571047,0.188,15226246,6843652,5127627,15754346.667997,374315.2884930031,6620404.8458214095,1496751.4115706834
3480,6444.96,29149.486486486487,8676.51351351352,116658.0,51449023.360273264,0.04493879100560912,0.188,15226246,6843652,5125605,15763062.926523255,373126.26957531745,6624057.367523189,1493273.7966515042
3490,6463.4800000000005,29124.54054054054,8701.459459459467,116658.0,51454677.79865089,0.04491907628446994,0.188,15226246,6843652,5123593,15771738.77549849,371942.76308254065,6627692.955725164,1489812.30434469
3500,6482.0,29099.594594594593,8726.405405405414,116658.0,51460305.77676021,0.044899473951644384,0.188,15226246,6843652,5121590,15780374.495287629,370764.73076899943,6631311.727913402,1486366.822790183
3510,6500.52,29074.64864864865,8751.351351351346,116658.0,51465907.54005989,0.04505062942445257,0.188,15226246,6843652,5119596,15788970.363667922,369592.134742006,6634913.800489633,1482937.2411603294
3520,6519.04,29049.702702702703,8776.297297297293,116658.0,51471484.33174844,0.045031176345437574,0.188,15226246,6843652,5117612,15797526.6558589,368424.9374577956,6638499.288783742,1479523.4496479994
3530,6537.56,29024.756756756757,8801.24324324324,116658.0,51477034.39279002,0.04501183250847852,0.188,15226246,6843652,5115636,15806043.644551562,367263.10171752004,6642068.3070660755,1476125.3394548649
3540,6556.08,28999.81081081081,8826.189189189186,116658.0,51482559.961940154,0.044992598783735634,0.188,15226246,6843652,5113670,15814521.599937439,366106.5906632949,6645620.968559576,1472742.802779841
3550,6574.6,28974.864864864867,8851.135135135133,116658.0,51488060.2757709,0.04514512790584837,0.188,15226246,6843652,5111713,15822960.789737152,364955.3677743022,6649157.385451762,1469375.732807688
3560,6593.12,28949.91891891892,8876.08108108108,116658.0,51493534.56869585,0.04512603659436084,0.188,15226246,6843652,5109764,15831361.479228606,363809.3968629467,6652677.668906528,1466024.0236977672
3570,6611.64,28924.972972972973,8901.027027027027,116658.0,51498985.07299458,0.045107053225634394,0.188,15226246,6843652,5107825,15839723.931274766,362668.6420710631,6656181.929075806,1462687.5705729504
3580,6630.160000000001,28900.027027027027,8925.972972972973,116658.0,51504410.018836975,0.04508817520390789,0.188,15226246,6843652,5105894,15848048.406351078,361533.06786617654,6659670.275111045,1459366.2695086785
3590,6648.68,28875.08108108108,8950.91891891892,116658.0,51509810.634307064,0.04524208227472484,0.188,15226246,6843652,5103972,15856335.162572533,360402.6390378129,6663142.81517454,1456060.017522176
3600,6667.200000000001,28850.135135135133,8975.864864864867,116658.0,51515187.14542658,0.04522334268137181,0.188,15226246,6843652,5102059,15864584.455720298,359277.3206938595,6666599.656450621,1452768.7125618013
3610,6685.72,28825.18918918919,9000.810810810814,116658.0,51520538.77617832,0.045204706356714947,0.188,15226246,6843652,5100154,15872796.53926811,358157.078256976,6670040.905156686,1449492.2534965526
3620,6704.240000000001,28800.243243243243,9025.75675675676,116658.0,51525866.74852897,0.04518617336925834,0.188,15226246,6843652,5098258,15880971.664408157,357041.87746105116,6673466.666554061,1446230.5401057035
3630,6722.76,28775.297297297297,9050.702702702707,116658.0,51531170.28245181,0.04534146412637232,0.188,15226246,6843652,5096370,15889110.08007675,355931.6843477107,6676877.044958752,1442983.473068589
3640,6741.280000000001,28750.35135135135,9075.648648648654,116658.0,51536450.595948964,0.04532306404542462,0.188,15226246,6843652,5094491,15897212.032979554,354826.4652628689,6680272.143752018,1439750.9539545213
3650,6759.8,28725.405405405407,9100.594594594586,116658.0,51541706.905073516,0.04530476443548898,0.188,15226246,6843652,5092620,15905277.767616512,353726.1868533294,6683652.06539083,1436532.8852128452
3660,6778.320000000001,28700.45945945946,9125.540540540533,116658.0,51546940.42395125,0.045286565398606225,0.188,15226246,6843652,5090758,15913307.526306532,352630.8160634283,6687016.9114181725,1433329.1701631239
3670,6796.84,28675.513513513513,9150.48648648648,116658.0,51552150.36480201,0.04544324700655657,0.188,15226246,6843652,5088904,15921301.549211612,351540.3201317257,6690366.78247321,1430139.7129854586
3680,6815.360000000001,28650.567567567567,9175.432432432426,116658.0,51557336.93796086,0.04542517555555681,0.188,15226246,6843652,5087058,15929260.07436087,350454.6665877378,6693701.778301324,1426964.418710931
3690,6833.88,28625.62162162162,9200.378378378373,116658.0,51562500.351899065,0.04540720189510585,0.188,15226246,6843652,5085220,15937183.337674158,349373.82324871526,6697021.997764012,1423803.1932121844
3700,6852.400000000001,28600.675675675677,9225.32432432432,116658.0,51567641.8132446,0.045565253779964385,0.188,15226246,6843652,5083391,15945071.572985364,348297.75821646204,6700327.538848657,1420655.9431941153
3710,6870.92,28575.72972972973,9250.270270270266,116658.0,51572759.526802495,0.04554740455368822,0.188,15226246,6843652,5081569,15952925.01206543,347226.4398741984,6703618.498678168,1417522.5761847012
3720,6889.4400000000005,28550.783783783783,9275.216216216213,116658.0,51577855.695574924,0.04552965215657245,0.188,15226246,6843652,5079756,15960743.88464503,346159.8368834635,6706894.973520489,1414403.0005259379
3730,6907.96,28525.837837837837,9300.16216216216,116658.0,51582928.520780966,0.0455119940975268,0.188,15226246,6843652,5077950,15968528.418437004,345097.91818106006,6710157.058797994,1411297.1253649094
3740,6926.4800000000005,28500.891891891893,9325.108108108107,116658.0,51587979.20187615,0.0456714516728017,0.188,15226246,6843652,5076152,15976278.839158414,344040.6529760382,6713404.849096732,1408204.8606449591
3750,6945.0,28475.945945945947,9350.054054054053,116658.0,51593008.93657173,0.04565391482074913,0.188,15226246,6843652,5074363,15983995.370552422,342988.01074672054,6716638.438175599,1405126.117096994
3760,6963.52,28451.0,9375.0,116658.0,51598015.92085375,0.045636470537409234,0.188,15226246,6843652,5072581,15991678.234409768,341939.9612377633,6719857.918975331,1402060.806230888
3770,6982.04,25605.9,9375.0,113812.9,49849926.866191305,0.14520279568840455,0.188,15226246,5132739,5070806,15956868.006136961,341195.6360999133,6723063.383627424,1399008.840327007
3780,7000.56,22760.8,9375.0,110967.8,49812913.596782155,0.16883639875265719,0.188,15226246,5132739,5069040,15922208.996516347,340454.54437504907,6726254.923462919,1395970.1324278398
3790,7019.08,19915.7,9375.0,108122.7,49776060.11271344,0.19821634973181101,0.188,15226246,5132739,5067281,15887700.222323122,339716.66503949533,6729432.629021082,1392944.5963297405
3800,7037.6,17070.6,9375.0,105277.6,49311638.42272212,0.23803523227048679,0.188,15226246,4705011,5065530,15853340.708837949,338981.97725144395,6732596.590057954,1389932.1465747762
3810,7056.12,14225.5,9375.0,102432.5,49275102.54410169,0.30200373505874156,0.188,15226246,4705011,5063786,15819129.489755204,338250.4603489916,6735746.895554814,1386932.6984426791
3820,7074.64,11380.400000000001,9375.0,99587.4,49238724.50260998,0.4292573600735371,0.188,15226246,4705011,5062050,15785065.60709237,337522.0938482028,6738883.63372651,1383946.1679429067
3830,7093.160000000001,8535.3,9375.0,96742.3,49202502.33237833,0.6967071650514182,0.188,15226246,4705011,5060321,15751148.111100633,336796.8574411982,6742006.892029698,1380972.4718068012
3840,7111.68,5690.200000000001,9375.0,93897.2,49166436.07582172,1.8556679537984175,0.188,15226246,4705011,5058600,15717376.060176622,336074.73099426733,6745116.757170979,1378011.5274798512
3850,7130.200000000001,2845.0999999999985,9375.0,91052.1,48702795.7835502,1.8556679537984175,0.188,15226246,4277283,5056886,15683748.52077524,335355.6945460047,6748213.315114903,1375063.2531140493
3860,7148.72,0.0,9375.0,88207.0,48667037.51428141,1.8556679537984175,0.188,15226246,4277283,5055180,15650264.567323675,334639.72830547096,6751296.651091907,1372127.567560354
